game_event_id,game_date,game_id,event_minute,event_type,club_id,player_id,description,player_in_id,player_assist_id
03cb0c00164e246aed8371a6480325c8,2022-08-07,3828432,45,Goals,190,263804,Left-footed shot 3. Goal of the Season,,
2d751e2530b0ec66a24fca843faff9c9,2022-08-07,3828432,64,Goals,190,263804,Tap-in 4. Goal of the Season,,
ca96593ba9d541e535ee0534ad19a633,2022-08-07,3828432,73,Substitutions,190,335209,,146889,
c14caa84c10968bd985b5917632d55c8,2022-08-07,3828432,86,Substitutions,206,401732,,542690,
13931dc2414c6cff8a3f45fc62d7c117,2022-08-07,3828432,76,Substitutions,206,515613,,237436,
93e94a7b96b009a8cc13f2432208a2ed,2022-08-07,3828432,19,Goals,206,544931,Left-footed shot 1. Goal of the Season,,
5e8d1df7a6e656723adae9c7479a4e03,2022-08-07,3828432,65,Substitutions,206,546712,,482110,
f562f84db24c0a133202c682f37f4f20,2022-08-07,3828432,68,Substitutions,190,574385,,131161,
30828a9180ffb19b7bb1621932e86698,2022-08-07,3828432,76,Substitutions,206,592387,,230336,
ba4250e54d6375256a371ead94c55256,2022-08-07,3828432,83,Substitutions,190,652275,,610400,
cfc423777b983e10d3e5dfcb970be507,2022-08-07,3828433,9,Goals,678,69511,Left-footed shot 2. Goal of the Season,,
c6dffddfa2c3a1bdf281af46b311d711,2022-08-07,3828433,87,Goals,678,69511,Penalty 3. Goal of the Season,,
de31a537b6751d5e0cab2f742cb0ad98,2022-08-07,3828433,87,Substitutions,173,91851,,668950,
a2c5731c1091c56b0e8af577a07236bd,2022-08-07,3828433,71,Substitutions,173,178926,,657957,
43bf4c1899c691753b887dc62586f58b,2022-08-07,3828433,71,Substitutions,678,341466,,157387,
493af5fb9046ab20b4610146a0882d85,2022-08-07,3828433,89,Substitutions,678,386541,,346549,
003e8381b2f4d32a1cd39962d36c7b83,2022-08-07,3828433,71,Substitutions,678,503866,,282954,
516970e42c86c4f1eabba709bb1a185a,2022-08-07,3828433,38,Goals,173,588649,Right-footed shot 1. Goal of the Season,,
