"game_lineups_id","game_date","game_id","player_id","club_id","player_name","lineup_type","player_position","lineup_number","team_captain"
"6bd7a4c2e6d7f6356f336e7774ec14f4","2022-08-28","3828450","646782","190","Mamoudou Karamoko","substitutes","Centre-Forward",29,False
"bfd1b36727fb03c6a3bfd83ba631f1af","2022-08-28","3828450","652275","190","Hákon Arnar Haraldsson","starting_lineup","Right Winger",30,False
"1607cc4572514d58d8f8b76d70a63e10","2022-08-28","3828450","658531","2778","Mohamed Diomande","starting_lineup","Central Midfield",10,False
"fa10f2fa3743b0d9d2822c963fca892b","2022-08-28","3828450","658534","2778","Lasso Coulibaly","substitutes","Centre-Forward",28,False
"476d880272c3c882506c16c9cb483fbc","2022-08-28","3828450","666580","190","Akinkunmi Amoo","substitutes","Right Winger",23,False
"fc8338ba8b976bd554182f0ee4d2e865","2022-08-28","3828450","667914","190","Paul Mukairu","substitutes","Left Winger",17,False
"6c887930de28d0813b0d995e39c65932","2022-08-28","3828450","670103","2778","Andreas Schjelderup","starting_lineup","Left Winger",7,False
"e39c60591db7ea680d428f8cd1e6a9f5","2022-08-28","3828450","674054","2778","Leo Walta","substitutes","Central Midfield",33,False
"227fb8d3b0067ac2798d28aaec41cc99","2022-08-28","3828450","800976","2778","Adamo Nagalo","starting_lineup","Centre-Back",39,False
"7216f147f344194bd3e2ddf1b167baf7","2022-08-28","3828450","955070","2778","Ernest Nuamah","starting_lineup","Centre-Forward",37,False
"2862efa1f1cbc647c86816c877d1bde8","2022-08-28","3828450","1045972","2778","Mario Dorgeles","substitutes","Central Midfield",29,False
"e45ed357755a4b129f12ec3bbaa6ef7b","2022-08-28","3828451","45666","5724","Björn Kopplin","starting_lineup","Left-Back",15,True
"93a8c43fa33850865926c3761c7df7d0","2022-08-28","3828451","48803","1053","Jakob Ahlmann","substitutes","Left-Back",3,False
"b2091da8022481595d8a54951b2198b0","2022-08-28","3828451","99100","5724","Daniel Höegh","substitutes","Centre-Back",3,False
"71ce810bf38892fa79dc64eed74daef3","2022-08-28","3828451","102134","1053","Kasper Kusk","substitutes","Right Winger",17,False
"5e90e96a42de5af65b868a06c7b534eb","2022-08-28","3828451","148344","1053","Lucas Andersen","starting_lineup","Attacking Midfield",10,True
"6483f83d42f27f3ebb7cec75b3a250b0","2022-08-28","3828451","154051","5724","Nicolai Brock-Madsen","substitutes","Centre-Forward",44,False
"e89ef902568d3f91772629249800272e","2022-08-28","3828451","161368","1053","Kristoffer Pallesen","substitutes","Right-Back",2,False
"b220c8daa9b3eca4046f6fce2375a894","2022-08-28","3828451","164693","5724","Jakob Ankersen","starting_lineup","Left Midfield",9,False
"e8819c429ac82676da7c17af85664dfd","2022-08-28","3828451","190280","5724","Patrik Carlgren","starting_lineup","Goalkeeper",1,False
"c51d6133c53efa5ac4cecb16ab87b559","2022-08-28","3828451","204144","5724","Alexander Nybo","substitutes","Goalkeeper",22,False
"c6d5114cd104988bd7b36ab65361b972","2022-08-28","3828451","226450","1053","Iver Fossum","starting_lineup","Central Midfield",8,False
"0ed8365d3d8e6c3bdc0b557a508703ad","2022-08-28","3828451","235355","5724","Alhaji Kamara","substitutes","Centre-Forward",99,False
"1adbea5efa9fef1f7a19b28eb778f0d7","2022-08-28","3828451","255468","5724","Adam Andersson","starting_lineup","Right-Back",8,False
"f9ad357c9d3e532efebd505acbe17be6","2022-08-28","3828451","290405","5724","Edgar Babayan","substitutes","Left Winger",11,False
"375a414013fa423ebbac8e1da0cbf59d","2022-08-28","3828451","315561","1053","Milan Makaric","starting_lineup","Centre-Forward",9,False
"be02fc88acd8fa18918a62557f64d167","2022-08-28","3828451","316750","5724","Tosin Kehinde","starting_lineup","Right Winger",10,False
"5dab8767099cbff9b630eacf53ff07cf","2022-08-28","3828451","320272","5724","Frederik Lauenborg","starting_lineup","Central Midfield",14,False
"24207795c5a5212678c82eb745306c19","2022-08-28","3828451","337799","1053","Pedro Ferreira","starting_lineup","Defensive Midfield",6,False
"33a5e48757443618d408143f33d71b70","2022-08-28","3828451","345647","1053","Anders Hagelskjaer","substitutes","Centre-Back",15,False
